name,title,author,year,abstract,cite,period_name,sub_type,studies,url,doi
10328,SOEP-IS 2015—BIO: Variables from the Life Course Question Module,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—BIO: Variables from the Life Course Question Module. SOEP Survey Papers 430: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161638,
10329,SOEP-IS 2015—BIOAGE: Variables from the Modules of Questions on Children,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—BIOAGE: Variables from the Modules of Questions on Children. SOEP Survey Papers 431: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161639,
10330,SOEP-IS 2015—BIOBIRTH: Birth Biography of Female and Male Respondents,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—BIOBIRTH: Birth Biography of Female and Male Respondents. SOEP Survey Papers 432: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161640,
10331,SOEP-IS 2015—BIOPAREN: Biography Information on the Parents,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—BIOPAREN: Biography Information on the Parents. SOEP Survey Papers 433: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161641,
10332,SOEP-IS 2015—H: Variables from the Household Question Module,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—H: Variables from the Household Question Module. SOEP Survey Papers 434: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161642,
10333,SOEP-IS 2015—HBRUTTO: Household-related Gross File,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—HBRUTTO: Household-related Gross File. SOEP Survey Papers 435: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161643,
10334,SOEP-IS 2015—HGEN: Household-related Status and Generated Variables,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—HGEN: Household-related Status and Generated Variables. SOEP Survey Papers 436: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161644,
10335,SOEP-IS 2015—IDRM: Person-related Data from Innovative DRM Module,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—IDRM: Person-related Data from Innovative DRM Module. SOEP Survey Papers 437: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161645,
10336,SOEP-IS 2015—IDRM_ESM: Person-related DRM Data from Innovative ESM Module,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—IDRM_ESM: Person-related DRM Data from Innovative ESM Module. SOEP Survey Papers 438: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161646,
10337,SOEP-IS 2015—IESM: Person-related ESM Data from Innovative ESM Module,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—IESM: Person-related ESM Data from Innovative ESM Module. SOEP Survey Papers 439: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161647,
10338,SOEP-IS 2015—INNO: Variables from the Innovation Modules,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—INNO: Variables from the Innovation Modules. SOEP Survey Papers 440: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161648,
10340,SOEP-IS 2015—P: Variables from the Individual Question Module,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—P: Variables from the Individual Question Module. SOEP Survey Papers 442: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161650,
10342,SOEP-IS 2015—PGEN: Person-related Status and Generated Variables,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—PGEN: Person-related Status and Generated Variables. SOEP Survey Papers 444: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161652,
10343,SOEP-IS 2015—PPFAD: Person-related Meta-dataset,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—PPFAD: Person-related Meta-dataset. SOEP Survey Papers 445: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161653,
10344,SOEP-IS 2015—IRISK: Decision from Description vs. Decision from Experience,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015—IRISK: Decision from Description vs. Decision from Experience. SOEP Survey Papers 446: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161654,
10345,SOEP-IS 2015 – Fragebogen für die SOEP-Innovations-Stichprobe,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015 – Fragebogen für die SOEP-Innovations-Stichprobe. SOEP Survey Papers 447: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161655,
10346,SOEP-IS 2015 – Questionnaire for the SOEP Innovation Sample,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015 – Questionnaire for the SOEP Innovation Sample. SOEP Survey Papers 448: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/161656,
10347,SOEP-Core – 2015: Haushaltsfragebogen (mit Verweis auf Variablen),SOEP Group,2017,,SOEP Group. 2017: SOEP-Core – 2015: Haushaltsfragebogen (mit Verweis auf Variablen). SOEP Survey Papers 449: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162144,
10348,SOEP-Core – 2015: Household Questionnaire (with Reference to Variables),SOEP Group,2017,,SOEP Group. 2017: SOEP-Core – 2015: Household Questionnaire (with Reference to Variables). SOEP Survey Papers 450: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162145,
10349,SOEP-IS 2012 – Questionnaire for the SOEP Innovation Sample,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2012 – Questionnaire for the SOEP Innovation Sample. SOEP Survey Papers 451: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162610,
10350,SOEP-IS 2013 – Questionnaire for the SOEP Innovation Sample (Boost Sample),SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2013 – Questionnaire for the SOEP Innovation Sample (Boost Sample). SOEP Survey Papers 452: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162611,
10351,SOEP-IS 2013 – Questionnaire for the SOEP Innovation Sample,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2013 – Questionnaire for the SOEP Innovation Sample. SOEP Survey Papers 453: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162612,
10352,SOEP-IS 2014 – Questionnaire for the SOEP Innovation Sample (Boost Sample),SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2014 – Questionnaire for the SOEP Innovation Sample (Boost Sample). SOEP Survey Papers 454: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162613,
10353,SOEP-IS 2014 – Questionnaire for the SOEP Innovation Sample,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2014 – Questionnaire for the SOEP Innovation Sample. SOEP Survey Papers 455: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162614,
10354,SOEP-IS 2011 – Questionnaire for the SOEP Innovation Sample,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2011 – Questionnaire for the SOEP Innovation Sample. SOEP Survey Papers 456: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162615,
10355,SOEP-IS 2012 – Questionnaire for the SOEP Innovation Sample (Boost Sample),SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2012 – Questionnaire for the SOEP Innovation Sample (Boost Sample). SOEP Survey Papers 457: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162616,
10356,SOEP-IS 2014 – Methodenbericht zur Zusatzerhebung Experience Sampling Methode (ESM),"Bohlender, Anne; Axel Glemser",2017,,"Bohlender, Anne; Axel Glemser. 2017: SOEP-IS 2014 – Methodenbericht zur Zusatzerhebung Experience Sampling Methode (ESM). SOEP Survey Papers 458: Series B - Survey Reports (Methodenberichte). Berlin: DIW Berlin",2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162617,
10357,SOEP-IS 2014 – Begleitinstrumente zur Erhebung,"Sozialforschung, TNS Infratest",2017,,"Sozialforschung, TNS Infratest. 2017: SOEP-IS 2014 – Begleitinstrumente zur Erhebung. SOEP Survey Papers 459: Series A - Survey Instruments (Erhebungsinstrumente). Berlin: DIW Berlin",2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162618,
10358,SOEP-IS 2015.1—BIOPAREN: Biography Information on the Parents,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015.1—BIOPAREN: Biography Information on the Parents. SOEP Survey Papers 461: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162620,
10359,SOEP-IS 2015.1—PGEN: Person-related Status and Generated Variables,SOEP-IS Group,2017,,SOEP-IS Group. 2017: SOEP-IS 2015.1—PGEN: Person-related Status and Generated Variables. SOEP Survey Papers 462: Series D - Variable Description and Coding. Berlin: DIW Berlin,2017,35 Other DIW Publication,,http://hdl.handle.net/10419/162619,
