study,dataset,variable,label,concept,questionnaire,question,item
soep-core,bemuki5,hhnr,Ursprungshaushaltsnummer,urhh,soep-core-2014-e5,,
soep-core,bemuki5,persnr,Unveraenderl. Personennummer des Kindes,pnrfest2,soep-core-2014-e5,,
soep-core,bemuki5,welle,Erhebungsjahr,jahr,soep-core-2014-e5,,
soep-core,bemuki5,sample1,Stichprobenkennzeichen / Sample,stichu,soep-core-2014-e5,,
soep-core,bemuki5,hhnrakt,Aktuelle Haushaltsnummer (=BEHHNR),hnr,soep-core-2014-e5,0,hnr
soep-core,bemuki5,behhnr,Aktuelle Haushaltsnummer (=HHNRAKT),,soep-core-2014-e5,0,
soep-core,bemuki5,bepnr,Aktuelle Personennummer des Elternteils,pnr,soep-core-2014-e5,0,pnr
soep-core,bemuki5,beepnr,Aktuelle Personennummer des Kindes,epnr,soep-core-2014-e5,1,epnr
soep-core,bemuki5,bem50201,Geburtsjahr des Kindes,egebj,soep-core-2014-e5,2,egebj
soep-core,bemuki5,bem50202,Geburtsmonat des Kindes,egebm,soep-core-2014-e5,2,egebm
soep-core,bemuki5,bem50301,"Leibliche, Adoptiv-, Pflegeeltern",eleib,soep-core-2014-e5,3,eleib
soep-core,bemuki5,bem50401,Sprache im Haushalt,edtsch1,soep-core-2014-e5,4,
soep-core,bemuki5,bem50501,Idealvorstellung Hauptschulabschluss,esch1,soep-core-2014-e5,5,esch1
soep-core,bemuki5,bem50502,Idealvorstellung Realschulabschluss,esch2,soep-core-2014-e5,5,esch2
soep-core,bemuki5,bem50503,Idealvorstellung Abitur,esch3,soep-core-2014-e5,5,esch3
soep-core,bemuki5,bem50601,Wahrscheinlichkeit Hauptschulabschluss,esch4,soep-core-2014-e5,6,esch4
soep-core,bemuki5,bem50602,Wahrscheinlichkeit Realschulabschluss,esch5,soep-core-2014-e5,6,esch5
soep-core,bemuki5,bem50603,Wahrscheinlichkeit Abitur,esch6,soep-core-2014-e5,6,esch6
soep-core,bemuki5,bem50701,Schulbesuch Grundschule 2013/2014,esch7,soep-core-2014-e5,7,esch7
soep-core,bemuki5,bem50702,Schulbesuch Hauptschule 2013/2014,esch12,soep-core-2014-e5,7,esch12
soep-core,bemuki5,bem50703,Schulbesuch Realschule 2013/2014,esch13,soep-core-2014-e5,7,esch13
soep-core,bemuki5,bem50704,Schulbesuch Gymnasium 2013/2014,esch14,soep-core-2014-e5,7,esch14
soep-core,bemuki5,bem50705,Schulbesuch Gesamtschule 2013/2014,esch15,soep-core-2014-e5,7,esch15
soep-core,bemuki5,bem50706,Schulbesuch mit sp. paedagog. Konzept 2013/2014,esch8,soep-core-2014-e5,7,esch8
soep-core,bemuki5,bem50707,"Schulbesuch Foerder-, Sonder-, Sprachheilschule 2013/2014",esch9,soep-core-2014-e5,7,esch9
soep-core,bemuki5,bem50708,Schulbesuch Sonstige Schule 2013/2014,esch10,soep-core-2014-e5,7,esch10
soep-core,bemuki5,bem50710,Einschulung des Kindes (Monat),eschmo,soep-core-2014-e5,7,eschmo
soep-core,bemuki5,bem50711,Einschulung des Kindes (Jahr),eschj,soep-core-2014-e5,7,eschj
soep-core,bemuki5,bem50801,Note des letzten Zeugnisses Deutsch,enot1,soep-core-2014-e5,8,enot1
soep-core,bemuki5,bem50802,Note des letzten Zeugnisses Mathematik,enot2,soep-core-2014-e5,8,enot2
soep-core,bemuki5,bem50803,Note des letzten Zeugnisses trifft nicht zu,enot3,soep-core-2014-e5,8,enot3
