study,questionnaire,answer_list,value,label_de,label
soep-core,soep-core-2014-hh,hvj,1,Ja,Yes
soep-core,soep-core-2014-hh,hvj,2,Nein,No
soep-core,soep-core-2014-hh,hhtyp,1,Landwirtschaftliches Wohngebäude,Farm house
soep-core,soep-core-2014-hh,hhtyp,2,Freistehendes Ein-/  Zweifamilienhaus,Detached house containing 1 or 2 dwellings (one above the other)
soep-core,soep-core-2014-hh,hhtyp,3,Ein-/  Zweifamilienhaus als Reihenhaus oder Doppelhaus,Row house or duplex (with one dwelling next to the other)
soep-core,soep-core-2014-hh,hhtyp,4,Wohnhaus mit 3 bis 4 Wohnungen,Residential building containing 3 or 4 dwellings
soep-core,soep-core-2014-hh,hhtyp,5,Wohnhaus mit 5 bis 8 Wohnungen,Residential building containing 5 to 8 dwellings
soep-core,soep-core-2014-hh,hhtyp,6,Wohnhaus mit 9 und mehr Wohnungen (aber höchstens 8 Stockwerken also kein Hochhaus),Residential building containing 9 or more dwellings (up to 8 stories)
soep-core,soep-core-2014-hh,hhtyp,7,Hochhaus (9 und mehr Stockwerke),High-rise building (9 or more stories)
soep-core,soep-core-2014-hh,hheim,1,Nein,No
soep-core,soep-core-2014-hh,hheim,2,"[Ja, und zwar:] Schüler- / Jugendlichenwohnheim",Yes: School dormitory/  residence for teenagers
soep-core,soep-core-2014-hh,hheim,3,"[Ja, und zwar:] Studentenwohnheim",Yes: College dormitory 
soep-core,soep-core-2014-hh,hheim,4,"[Ja, und zwar:] Berufstätigenwohnheim",Yes: Residence for workers
soep-core,soep-core-2014-hh,hheim,5,"[Ja, und zwar:] Altenheim/  Pflegeheim","Yes: Retirement home, nursing home"
soep-core,soep-core-2014-hh,hheim,6,"[Ja, und zwar:] Altenwohnheim",Yes: Assisted living facility
soep-core,soep-core-2014-hh,hheim,8,"[Ja, und zwar:] Hotel/  Pension",Yes: Hotel/  guesthouse
soep-core,soep-core-2014-hh,hheim,7,"[Ja, und zwar:] Sonstiges Heim/  Unterkunft",Yes: Other home/  residence
