study,questionnaire,answer_list,value,label_de,label
soep-core,soep-core-2012-e1,aent,1,Zu Hause,At home
soep-core,soep-core-2012-e1,aent,2,Im Krankenhaus,At the hospital
soep-core,soep-core-2012-e1,aent,3,Sonstiges,Elsewhere
soep-core,soep-core-2012-e1,aent1,1,Ja,Yes
soep-core,soep-core-2012-e1,aent1,2,Nein,No
soep-core,soep-core-2012-e1,astil x,1,Stille immer noch,Still breastfeeding
soep-core,soep-core-2012-e1,astil x,2,Habe nur in den ersten vier Wochen gestillt,Breastfed only the first four weeks
soep-core,soep-core-2012-e1,astil x,3,"Nein, habe nicht gestillt","No, did not breastfeed"
soep-core,soep-core-2012-e1,ages1,1,Ja,Yes
soep-core,soep-core-2012-e1,ages1,2,Nein,No
soep-core,soep-core-2012-e1,astor,1,"Ja, bei der „U“ Untersuchung","Yes, at the “U” check-up"
soep-core,soep-core-2012-e1,astor,2,"Ja, bei einer anderen Untersuchung","Yes, at another check-up"
soep-core,soep-core-2012-e1,astor,3,Nein,No
soep-core,soep-core-2012-e1,aleib,1,Ja,Yes
soep-core,soep-core-2012-e1,aleib,2,Nein,No
soep-core,soep-core-2012-e1,aplan,1,Eher ungeplant,More unplanned
soep-core,soep-core-2012-e1,aplan,2,Eher geplant,More planned
soep-core,soep-core-2012-e1,aplan,3,"Erfolgte mit medizinische Unterstützung (Hormonbehandlung, IVF)","Medically assisted pregnancy (hormone treatment, IVF)"
soep-core,soep-core-2012-e1,abefx,1,Sehr gut,Very good
soep-core,soep-core-2012-e1,abefx,2,Gut,Good
soep-core,soep-core-2012-e1,abefx,3,Eher schlecht,Bad
soep-core,soep-core-2012-e1,abefx,4,Sehr schlecht,Very bad
soep-core,soep-core-2012-e1,averx,1,Stimme voll zu,Agree completely
soep-core,soep-core-2012-e1,averx,2,Stimme eher zu,Agree 
soep-core,soep-core-2012-e1,averx,3,Stimme eher nicht zu,Disagree 
soep-core,soep-core-2012-e1,averx,4,Stimme gar nicht zu,Disagree completely
soep-core,soep-core-2012-e1,avat,1,Ja,Yes
soep-core,soep-core-2012-e1,avat,2,Nein,No
soep-core,soep-core-2012-e1,aunt2,1,Sehr stark,Very much
soep-core,soep-core-2012-e1,aunt2,2,Stark,Quite a bit
soep-core,soep-core-2012-e1,aunt2,3,Eher wenig,Not much 
soep-core,soep-core-2012-e1,aunt2,4,Gar nicht,Not at all
soep-core,soep-core-2012-e1,aunt2,5,"Trifft nicht zu, es gibt keinen Partner","Not applicable, no partner"
soep-core,soep-core-2012-e1,abet,1,Ja,Yes
soep-core,soep-core-2012-e1,abet,2,Nein,No
soep-core,soep-core-2012-e1,aaktx,1,Trifft voll zu,Agree completely
soep-core,soep-core-2012-e1,aaktx,2,Trifft eher zu,Agree 
soep-core,soep-core-2012-e1,aaktx,3,Trifft eher nicht zu,Disagree 
soep-core,soep-core-2012-e1,aaktx,4,Trifft gar nicht zu,Disagree completely
soep-core,soep-core-2012-e1,agebj,2011,2011,2011
