study,dataset,variable,label,concept,questionnaire,question,item
soep-core,J14_A-KH,jahr,Erhebungsjahr,,,,
soep-core,J14_A-KH,stichu,Stichprobenkennzeichen,,,,
soep-core,J14_A-KH,hnr,Haushaltsnummer,hnr,soep-core-2014-ju,0,hnr
soep-core,J14_A-KH,pnr,Lfd. Personennummer,,,,
soep-core,J14_A-KH,name,Vorname,name,soep-core-2014-ju,0,name
soep-core,J14_A-KH,jwohn1,Wohnen bei Eltern,jwohn1,soep-core-2014-ju,1,
soep-core,J14_A-KH,jwohn2,Eigenes Zimmer,jwohn2,soep-core-2014-ju,2,
soep-core,J14_A-KH,jwohn3,2. Wohnung,jwohn3,soep-core-2014-ju,3,
soep-core,J14_A-KH,jjob1,Eigenes Einkommen,jjob1,soep-core-2014-ju,4,
soep-core,J14_A-KH,jjob2,Einkommensweise,jjob2,soep-core-2014-ju,5,
soep-core,J14_A-KH,jjob3,Job schon früher,jjob3,soep-core-2014-ju,6,
soep-core,J14_A-KH,jjob4,Alter 1. Job,jjob4,soep-core-2014-ju,7,jjob4
soep-core,J14_A-KH,jjob5,Grund des Jobs,jjob5,soep-core-2014-ju,8,
soep-core,J14_A-KH,jtg1,Taschengeld erhalten,jtg1,soep-core-2014-ju,9,
soep-core,J14_A-KH,jtg2,€ Taschengeld/Woche,jtg2,soep-core-2014-ju,10,jtg2
soep-core,J14_A-KH,jtg3,€ Taschengeld/Monat,jtg3,soep-core-2014-ju,10,jtg3
soep-core,J14_A-KH,jspar1,Geld sparen,jspar1,soep-core-2014-ju,11,
soep-core,J14_A-KH,jspar2,€ Sparbetrag/Monat,jspar2,soep-core-2014-ju,11,jspar2
soep-core,J14_A-KH,jspar3,Sparbetrag,jspar3,soep-core-2014-ju,11,jspar3
soep-core,J14_A-KH,jwich1,Vater,jwich1,soep-core-2014-ju,12,jwich1
soep-core,J14_A-KH,jwich2,Mutter,jwich2,soep-core-2014-ju,12,jwich2
soep-core,J14_A-KH,jwich3,Bruder/Schwester,jwich3,soep-core-2014-ju,12,jwich3
soep-core,J14_A-KH,jwich4,Andere verwandte Person,jwich4,soep-core-2014-ju,12,jwich4
soep-core,J14_A-KH,jwich5,Feste/r Freund/in,jwich5,soep-core-2014-ju,12,jwich5
soep-core,J14_A-KH,jwich6,Beste/r Freund/in,jwich6,soep-core-2014-ju,12,jwich6
soep-core,J14_A-KH,jwich7,Lehrer/in,jwich7,soep-core-2014-ju,12,jwich7
soep-core,J14_A-KH,jwich8,Meine Clique/Gruppe,jwich8,soep-core-2014-ju,12,jwich8
soep-core,J14_A-KH,jwich9,Sonstige Person,jwich9,soep-core-2014-ju,12,jwich9
soep-core,J14_A-KH,jstr1,Vater,jstr1,soep-core-2014-ju,13,jstr1
soep-core,J14_A-KH,jstr2,Mutter,jstr2,soep-core-2014-ju,13,jstr2
soep-core,J14_A-KH,jstr3,Bruder/Schwester,jstr3,soep-core-2014-ju,13,jstr3
soep-core,J14_A-KH,jstr4,Feste/r Freund/in,jstr4,soep-core-2014-ju,13,jstr4
soep-core,J14_A-KH,jstr5,Beste/r Freund/in,jstr5,soep-core-2014-ju,13,jstr5
soep-core,J14_A-KH,jbez1m,Erlebnisse/Dinge mit Mutter besprechen,jbez1m,soep-core-2014-ju,14,jbez1m
soep-core,J14_A-KH,jbez1v,Erlebnisse/Dinge mit Vater besprechen,jbez1v,soep-core-2014-ju,14,jbez1v
soep-core,J14_A-KH,jbez2m,Probleme mit Mutter besprechen,jbez2m,soep-core-2014-ju,14,jbez2m
soep-core,J14_A-KH,jbez2v,Probleme mit Vater besprechen,jbez2v,soep-core-2014-ju,14,jbez2v
soep-core,J14_A-KH,jbez3m,Meinung der Mutter befragen,jbez3m,soep-core-2014-ju,14,jbez3m
soep-core,J14_A-KH,jbez3v,Meinung des Vaters befragen,jbez3v,soep-core-2014-ju,14,jbez3v
soep-core,J14_A-KH,jbez4m,Anerkennung der Mutter,jbez4m,soep-core-2014-ju,14,jbez4m
soep-core,J14_A-KH,jbez4v,Anerkennung des Vaters,jbez4v,soep-core-2014-ju,14,jbez4v
soep-core,J14_A-KH,jbez5m,Gemeinsame Problemlösung mit Mutter,jbez5m,soep-core-2014-ju,14,jbez5m
soep-core,J14_A-KH,jbez5v,Gemeinsame Problemlösung mit Vater,jbez5v,soep-core-2014-ju,14,jbez5v
soep-core,J14_A-KH,jbez6m,Vertrauen der Mutter,jbez6m,soep-core-2014-ju,14,jbez6m
soep-core,J14_A-KH,jbez6v,Vertrauen des Vaters,jbez6v,soep-core-2014-ju,14,jbez6v
soep-core,J14_A-KH,jbez7m,Mutter fragt um Meinung zu Fam.angel.,jbez7m,soep-core-2014-ju,14,jbez7m
soep-core,J14_A-KH,jbez7v,Vater fragt um Meinung zu Fam.angel.,jbez7v,soep-core-2014-ju,14,jbez7v
soep-core,J14_A-KH,jbez8m,Mutter begründet Entscheidungen,jbez8m,soep-core-2014-ju,14,jbez8m
soep-core,J14_A-KH,jbez8v,Vater begründet Entscheidungen,jbez8v,soep-core-2014-ju,14,jbez8v
soep-core,J14_A-KH,jbez9m,Mutter zeigt Liebe,jbez9m,soep-core-2014-ju,14,jbez9m
soep-core,J14_A-KH,jbez9v,Vater zeigt Liebe,jbez9v,soep-core-2014-ju,14,jbez9v
soep-core,J14_A-KH,jfz01,TV/Video/DVD,jfz01,soep-core-2014-ju,15,jfz01
soep-core,J14_A-KH,jfz02,Computerspiele,jfz02,soep-core-2014-ju,15,jfz02
soep-core,J14_A-KH,jfz21,Soz. Online-Netzwerke,jfz21,soep-core-2014-ju,15,jfz21
soep-core,J14_A-KH,jfz14,Sonstiges Internetsurfen,jfz14,soep-core-2014-ju,15,jfz14
soep-core,J14_A-KH,jfz03,Musik hören,jfz03,soep-core-2014-ju,15,jfz03
soep-core,J14_A-KH,jfz04,Musik machen,jfz04,soep-core-2014-ju,15,jfz04
soep-core,J14_A-KH,jfz05,Sport treiben,jfz05,soep-core-2014-ju,15,jfz05
soep-core,J14_A-KH,jfz06,"Tanz, Theater u.ä.",jfz06,soep-core-2014-ju,15,jfz06
soep-core,J14_A-KH,jfz07,"Technische Arbeiten, Computer programmieren",jfz07,soep-core-2014-ju,15,jfz07
soep-core,J14_A-KH,jfz08,Lesen,jfz08,soep-core-2014-ju,15,jfz08
soep-core,J14_A-KH,jfz10,Nichts tun/abhängen/träumen,jfz10,soep-core-2014-ju,15,jfz10
soep-core,J14_A-KH,jfz11,Mit fester/m Freund/in zusammen sein,jfz11,soep-core-2014-ju,15,jfz11
soep-core,J14_A-KH,jfz12,Mit bester/m Freund/in zusammen sein,jfz12,soep-core-2014-ju,15,jfz12
soep-core,J14_A-KH,jfz13,Mit Gruppe/Clique zusammen sein,jfz13,soep-core-2014-ju,15,jfz13
soep-core,J14_A-KH,jfz15,Ins Jugendzentrum gehen,jfz15,soep-core-2014-ju,15,jfz15
soep-core,J14_A-KH,jfz09,"Ehrenamtl. Tätigkeit, soz. Dienste",jfz09,soep-core-2014-ju,15,jfz09
soep-core,J14_A-KH,jfz16,Kirchgang/rel. Veranstaltung,jfz16,soep-core-2014-ju,15,jfz16
soep-core,J14_A-KH,jmus1,Aktiv Musik,jmus1,soep-core-2014-ju,16,
soep-core,J14_A-KH,jmus2,Welche Art Musik,jmus2,soep-core-2014-ju,17,
soep-core,J14_A-KH,jmus3,Musik mit wem,jmus3,soep-core-2014-ju,18,
soep-core,J14_A-KH,jmus4,Wann Beginn Musik,jmus4,soep-core-2014-ju,19,jmus4
soep-core,J14_A-KH,jmus5,Musikunterricht (außerhalb Schule),jmus5,soep-core-2014-ju,20,
soep-core,J14_A-KH,jsp1,Sport treiben,jsp1,soep-core-2014-ju,21,
soep-core,J14_A-KH,jsp2,Welche Sportart,jsp2,soep-core-2014-ju,22,jsp2
soep-core,J14_A-KH,jspcode,Code Sportart,jsp2,soep-core-2014-ju,22,jsp2
soep-core,J14_A-KH,jsp3,Wann Beginn Sportart,jsp3,soep-core-2014-ju,23,jsp3
soep-core,J14_A-KH,jsp4,Sport mit wem,jsp4,soep-core-2014-ju,24,
soep-core,J14_A-KH,jsp5,Teiln. an Wettkämpfen,jsp5,soep-core-2014-ju,25,
soep-core,J14_A-KH,jsch,Noch zur Schule,jsch,soep-core-2014-ju,26,
soep-core,J14_A-KH,jschkl,Klasse,jschkl,soep-core-2014-ju,26,jschkl
soep-core,J14_A-KH,jschend,Jahr Schule beendet,jschend,soep-core-2014-ju,27,jschend
soep-core,J14_A-KH,jschab1,Welcher Schulabschluss,jschab1,soep-core-2014-ju,28,
soep-core,J14_A-KH,jschab2,Schule ohne Abschluss/Art,jschab2,soep-core-2014-ju,28,jschab2
soep-core,J14_A-KH,jschab3,Sonst. Schule/Art,jschab3,soep-core-2014-ju,28,jschab3
soep-core,J14_A-KH,jschab4,Schulabschluss angestr.,jschab4,soep-core-2014-ju,29,
soep-core,J14_A-KH,jschab5,Welcher Schulabschl. angestr.,jschab5,soep-core-2014-ju,30,
soep-core,J14_A-KH,jspr1,1. Fremdsprache,jspr1,soep-core-2014-ju,31,jspr1
soep-core,J14_A-KH,jspr2,2. Fremdsprache,jspr2,soep-core-2014-ju,31,jspr2
soep-core,J14_A-KH,jschl,Schulbesuch im Ausland,jschl,soep-core-2014-ju,32,
soep-core,J14_A-KH,jschlv,Schule Ausland Alter Beginn,jschlv,soep-core-2014-ju,32,jschlv
soep-core,J14_A-KH,jschlb,Schule Ausland Alter Ende,jschlb,soep-core-2014-ju,32,jschlb
soep-core,J14_A-KH,jprsch,Privatschulbesuch,jprsch,soep-core-2014-ju,33,
soep-core,J14_A-KH,jeng1,Klassensprecher,jeng1,soep-core-2014-ju,34,jeng1
soep-core,J14_A-KH,jeng2,Schulsprecher,jeng2,soep-core-2014-ju,34,jeng2
soep-core,J14_A-KH,jeng3,Schülerzeitung,jeng3,soep-core-2014-ju,34,jeng3
soep-core,J14_A-KH,jeng4,Theater-/Tanzgruppe,jeng4,soep-core-2014-ju,34,jeng4
soep-core,J14_A-KH,jeng5,Chor/Orchester/Musikgruppe,jeng5,soep-core-2014-ju,34,jeng5
soep-core,J14_A-KH,jeng6,Freiwillige Sport-AG,jeng6,soep-core-2014-ju,34,jeng6
soep-core,J14_A-KH,jeng7,Sonst. AG/Neigungsgruppe,jeng7,soep-core-2014-ju,34,jeng7
soep-core,J14_A-KH,jeng8,Nichts davon,jeng8,soep-core-2014-ju,34,jeng8
soep-core,J14_A-KH,jleist1,Insgesamt,jleist1,soep-core-2014-ju,35,jleist1
soep-core,J14_A-KH,jleist2,Deutsch,jleist2,soep-core-2014-ju,35,jleist2
soep-core,J14_A-KH,jleist3,Mathematik,jleist3,soep-core-2014-ju,35,jleist3
soep-core,J14_A-KH,jleist4,1. Fremdsprache,jleist4,soep-core-2014-ju,35,jleist4
soep-core,J14_A-KH,jempf,Schulempfehlung,jempf,soep-core-2014-ju,36,
soep-core,J14_A-KH,jsch1a,Schulnote Deutsch,jsch1a,soep-core-2014-ju,37,jsch1a
soep-core,J14_A-KH,jsch1b,Schulnote Mathematik,jsch1b,soep-core-2014-ju,37,jsch1b
soep-core,J14_A-KH,jsch1c,Schulnote 1. Fremdspr.,jsch1c,soep-core-2014-ju,37,jsch1c
soep-core,J14_A-KH,jsch2a,Punktzahl Deutsch,jsch2a,soep-core-2014-ju,37,jsch2a
soep-core,J14_A-KH,jsch2b,Punktzahl Mathematik,jsch2b,soep-core-2014-ju,37,jsch2b
soep-core,J14_A-KH,jsch2c,Punktzahl 1. Fremdspr.,jsch2c,soep-core-2014-ju,37,jsch2c
soep-core,J14_A-KH,jschart,Schulart,,soep-core-2014-ju,37,
soep-core,J14_A-KH,jsch3a,Niveau Deutsch,jsch3a,soep-core-2014-ju,37,jsch3a
soep-core,J14_A-KH,jsch3b,Niveau Mathematik,jsch3b,soep-core-2014-ju,37,jsch3b
soep-core,J14_A-KH,jsch3c,Niveau 1. Fremdspr.,jsch3c,soep-core-2014-ju,37,jsch3c
soep-core,J14_A-KH,jsch4a,GK/LK Deutsch,jsch4a,soep-core-2014-ju,37,jsch4a
soep-core,J14_A-KH,jsch4b,GK/LK Mathematik,jsch4b,soep-core-2014-ju,37,jsch4b
soep-core,J14_A-KH,jsch4c,GK/LK 1. Fremdspr.,jsch4c,soep-core-2014-ju,37,jsch4c
soep-core,J14_A-KH,jwied1,Klasse wiederholt,jwied1,soep-core-2014-ju,38,
soep-core,J14_A-KH,jwied2,1. Mal: Welche Klasse,jwied2,soep-core-2014-ju,39,jwied2
soep-core,J14_A-KH,jwied3,2. Mal: Welche Klasse,jwied3,soep-core-2014-ju,39,jwied3
soep-core,J14_A-KH,jnach,Nachhilfeunterricht,jnach,soep-core-2014-ju,40,
soep-core,J14_A-KH,jelt1,Eltern kümmern sich um Schulleistung,jelt1,soep-core-2014-ju,41,
soep-core,J14_A-KH,jelt2,Hausaufgabenunterst. Eltern,jelt2,soep-core-2014-ju,42,
soep-core,J14_A-KH,jelt3,Meinungsversch. wg. Schulleist.,jelt3,soep-core-2014-ju,43,
soep-core,J14_A-KH,jelt4,Regelmäßige Teilnahme am Elternabend,jelt4,soep-core-2014-ju,44,jelt4
soep-core,J14_A-KH,jelt5,Regelmäßige Besuche Elternsprechtag,jelt5,soep-core-2014-ju,44,jelt5
soep-core,J14_A-KH,jelt6,Aufsuchen des Lehrers außerh. Sprechtage,jelt6,soep-core-2014-ju,44,jelt6
soep-core,J14_A-KH,jelt7,Engagement als Elternvertreter,jelt7,soep-core-2014-ju,44,jelt7
soep-core,J14_A-KH,jelt8,Nichts davon,jelt8,soep-core-2014-ju,44,jelt8
soep-core,J14_A-KH,jausl,Ausländeranteil Mitschüler,jausl,soep-core-2014-ju,45,
soep-core,J14_A-KH,jaus01,Abgeschl. berufl. Ausb.,jaus01,soep-core-2014-ju,46,
soep-core,J14_A-KH,jaus02,Ber.grundschuljahr,jaus02,soep-core-2014-ju,47,jaus02
soep-core,J14_A-KH,jaus02a,Ber.grundschuljahr abgeschlossen,jaus02a,soep-core-2014-ju,47,jaus02a 
soep-core,J14_A-KH,jaus03,Eingliederungslehrgang,jaus03,soep-core-2014-ju,47,jaus03
soep-core,J14_A-KH,jaus03a,Eingliederungslehrgang abgeschlossen,jaus03a,soep-core-2014-ju,47,jaus03a 
soep-core,J14_A-KH,jaus04,Lehre,jaus04,soep-core-2014-ju,47,jaus04
soep-core,J14_A-KH,jaus04a,Lehre abgeschlossen,jaus04a,soep-core-2014-ju,47,jaus04a 
soep-core,J14_A-KH,jaus05,Berufsfachschule,jaus05,soep-core-2014-ju,47,jaus05
soep-core,J14_A-KH,jaus05a,Berufsfachschule abgeschlossen,jaus05a,soep-core-2014-ju,47,jaus05a 
soep-core,J14_A-KH,jaus06,Praktikum,jaus06,soep-core-2014-ju,47,jaus06
soep-core,J14_A-KH,jaus06a,Praktikum abgeschlossen,jaus06a,soep-core-2014-ju,47,jaus06a 
soep-core,J14_A-KH,jaus18,Duales Studium/Berufsakademie,jaus18,soep-core-2014-ju,47,jaus18
soep-core,J14_A-KH,jaus18a,Duales Studium/Berufsakademie abgeschlossen,jaus18a,soep-core-2014-ju,47,jaus18a
soep-core,J14_A-KH,jaus17,Fachhochschule/Uni,jaus17,soep-core-2014-ju,47,jaus17
soep-core,J14_A-KH,jaus17a,Fachhochschule/Uni abgeschlossen,jaus17a,soep-core-2014-ju,47,jaus17a
soep-core,J14_A-KH,jaus07,Ausb./Hochsch.abschl. angestr.,jaus07,soep-core-2014-ju,48,
soep-core,J14_A-KH,jaus08,Abschluss einer Lehre angestr.,jaus08,soep-core-2014-ju,49,jaus08
soep-core,J14_A-KH,jaus09,Abschluss an Berufsfachsch. angestr.,jaus09,soep-core-2014-ju,49,jaus09
soep-core,J14_A-KH,jaus10,Abschluss an der Fachschule angestr.,jaus10,soep-core-2014-ju,49,jaus10
soep-core,J14_A-KH,jaus11,Abschluss Beamtenausb. angestr.,jaus11,soep-core-2014-ju,49,jaus11
soep-core,J14_A-KH,jaus12,Abschluss Berufsakademie angestr.,jaus12,soep-core-2014-ju,49,jaus12
soep-core,J14_A-KH,jaus13,Abschluss Fachhochschule angestr.,jaus13,soep-core-2014-ju,49,jaus13
soep-core,J14_A-KH,jaus14,Abschluss Universität angestr.,jaus14,soep-core-2014-ju,49,jaus14
soep-core,J14_A-KH,jauska,Keine Angabe Ausb. Abschl. angestr.,,soep-core-2014-ju,49,
soep-core,J14_A-KH,jaus15,Wann wirtschaftl. unabhäng,jaus15,soep-core-2014-ju,50,jaus15
soep-core,J14_A-KH,jaus16,Bereits wirtschaftl. unabhängig,jaus16,soep-core-2014-ju,50,jaus16
soep-core,J14_A-KH,jber01,Welcher Beruf,jber01,soep-core-2014-ju,51,
soep-core,J14_A-KH,jber02,Angestrebter Beruf,jber02,soep-core-2014-ju,52,
soep-core,J14_A-KH,jber03,Über Beruf informiert,jber03,soep-core-2014-ju,53,
soep-core,J14_A-KH,jber04,Für Berufswahl Vorschläge der Eltern großes Gewicht,jber04,soep-core-2014-ju,54,jber04
soep-core,J14_A-KH,jber05,Berufe auf sich zukommen lassen,jber05,soep-core-2014-ju,54,jber05
soep-core,J14_A-KH,jber06,Lange Beschäftigung mit Berufswahl,jber06,soep-core-2014-ju,54,jber06
soep-core,J14_A-KH,jber07,"Noch dabei, herauszufinden welche Berufe für mich geeignet",jber07,soep-core-2014-ju,54,jber07
soep-core,J14_A-KH,jber08,Sichere Berufsstellung,jber08,soep-core-2014-ju,55,jber08
soep-core,J14_A-KH,jber09,Hohes Einkommen,jber09,soep-core-2014-ju,55,jber09
soep-core,J14_A-KH,jber10,Aufstiegsmöglichkeiten,jber10,soep-core-2014-ju,55,jber10
soep-core,J14_A-KH,jber11,Anerkennung und Achtung,jber11,soep-core-2014-ju,55,jber11
soep-core,J14_A-KH,jber12,Viel Freizeit,jber12,soep-core-2014-ju,55,jber12
soep-core,J14_A-KH,jber13,Interessante Tätigkeit,jber13,soep-core-2014-ju,55,jber13
soep-core,J14_A-KH,jber14,Selbständiges Arbeiten,jber14,soep-core-2014-ju,55,jber14
soep-core,J14_A-KH,jber15,Kontakt zu anderen,jber15,soep-core-2014-ju,55,jber15
soep-core,J14_A-KH,jber16,Gesellschaftliche Relevanz,jber16,soep-core-2014-ju,55,jber16
soep-core,J14_A-KH,jber17,Gesunde Arbeitsbedingungen,jber17,soep-core-2014-ju,55,jber17
soep-core,J14_A-KH,jber18,Zeit für famil. Verpfl.,jber18,soep-core-2014-ju,55,jber18
