study,dataset,variable,label,concept,questionnaire,question,item
soep-core,beelt,hhnr,Ursprungshaushaltsnummer,,,,
soep-core,beelt,persnr,Unveraenderl. Personennummer des Kindes,,,,
soep-core,beelt,persnre,Unveraenderl. Personennummer des Elternteils,,,,
soep-core,beelt,welle,Erhebungsjahr,jahr,soep-core-2014-e4,,
soep-core,beelt,sample1,Stichprobenkennzeichen / Sample,stichu,soep-core-2014-e4,,
soep-core,beelt,hhnrakt,Aktuelle Haushaltsnummer (=BEHHNR),hnr,soep-core-2014-e4,0,hnr
soep-core,beelt,behhnr,Aktuelle Haushaltsnummer (=HHNRAKT),,soep-core-2014-e4,,
soep-core,beelt,bepnr,Laufende Personennummer des Elternteils,pnr,soep-core-2014-e4,0,pnr
soep-core,beelt,bekpnr,Laufende Personennummer des Kindes,kpnr,soep-core-2014-e4,1,kpnr
soep-core,beelt,bee0201,Geburtsjahr des Kindes,kgebj,soep-core-2014-e4,2,kgebj
soep-core,beelt,bee0202,Geburtsmonat des Kindes,kgebm,soep-core-2014-e4,2,kgebm
soep-core,beelt,bee03,Leibliches Kind,dleib,soep-core-2014-e4,3,dleib
soep-core,beelt,bee0401,Einschulung Monat,dschm,soep-core-2014-e4,4,dschm
soep-core,beelt,bee0402,Einschulung Jahr,dschj,soep-core-2014-e4,4,dschj
soep-core,beelt,bee0403,Trifft nicht zu,dschno,soep-core-2014-e4,4,dschno
soep-core,beelt,bee0501,Idealvorstellung Hauptschulabschluss,dsch1,soep-core-2014-e4,5,dsch1
soep-core,beelt,bee0502,Idealvorstellung Realschulabschluss,dsch2,soep-core-2014-e4,5,dsch2
soep-core,beelt,bee0503,Idealvorstellung Abitur,dsch3,soep-core-2014-e4,5,dsch3
soep-core,beelt,bee0601,Wahrscheinlichkeit Hauptschulabschluss,dsch4,soep-core-2014-e4,6,dsch4
soep-core,beelt,bee0602,Wahrscheinlichkeit Realschulabschluss,dsch5,soep-core-2014-e4,6,dsch5
soep-core,beelt,bee0603,Wahrscheinlichkeit Abitur,dsch6,soep-core-2014-e4,6,dsch6
soep-core,beelt,bee0701,Ein(e) gute(r) Schueler/in wird,derz01,soep-core-2014-e4,7,derz01
soep-core,beelt,bee0702,Versteht sich gut,derz02,soep-core-2014-e4,7,derz02
soep-core,beelt,bee0703,Interesse,derz03,soep-core-2014-e4,7,derz03
soep-core,beelt,bee0704,Normales Verhalten,derz04,soep-core-2014-e4,7,derz04
soep-core,beelt,bee0705,Ehrlich,derz05,soep-core-2014-e4,7,derz05
soep-core,beelt,bee0706,Gute Umgangsformen,derz06,soep-core-2014-e4,7,derz06
soep-core,beelt,bee0707,Selbstbeherrschung,derz07,soep-core-2014-e4,7,derz07
soep-core,beelt,bee0708,Verantwortungsbewusst,derz08,soep-core-2014-e4,7,derz08
soep-core,beelt,bee0709,Ruecksicht nimmt,derz09,soep-core-2014-e4,7,derz09
soep-core,beelt,bee0710,Eltern gehorcht,derz10,soep-core-2014-e4,7,derz10
soep-core,beelt,bee0711,Gutes Urteilungsvermoegen,derz11,soep-core-2014-e4,7,derz11
soep-core,beelt,bee0712,Ordentlich,derz12,soep-core-2014-e4,7,derz12
soep-core,beelt,bee0713,Ziele erreichen,derz13,soep-core-2014-e4,7,derz13
soep-core,beelt,bee0714,Gut einfuegen,derz14,soep-core-2014-e4,7,derz14
soep-core,beelt,bee0715,Gegen Widerstaende durchsetzen,derz15,soep-core-2014-e4,7,derz15
soep-core,beelt,bee0716,Zufrieden,derz16,soep-core-2014-e4,7,derz16
soep-core,beelt,bee0717,Risiken meiden,derz17,soep-core-2014-e4,7,derz17
soep-core,beelt,bee0718,Gemocht wird,derz18,soep-core-2014-e4,7,derz18
