study,dataset,variable,label,concept,questionnaire,question,item
soep-core,bemuki3,hhnr,Ursprungshaushaltsnummer,,,,
soep-core,bemuki3,persnr,Personennummer des Kindes,,,,
soep-core,bemuki3,welle,Erhebungsjahr,,,,
soep-core,bemuki3,sample1,Stichprobenkennzeichen,,,,
soep-core,bemuki3,hhnrakt,Aktuelle Haushaltsnummer (=BEHHNR),hnr,soep-core-2014-e3,0,hnr
soep-core,bemuki3,behhnr,Aktuelle Haushaltsnummer (=HHNRAKT),hnr,soep-core-2014-e3,0,hnr
soep-core,bemuki3,bempnr,Aktuelle Personennummer des Elternteils,mpnr,soep-core-2014-e3,0,mpnr
soep-core,bemuki3,becpnr,Aktuelle Personennummer des Kindes,cpnr,soep-core-2014-e3,1,cpnr
soep-core,bemuki3,bem30201,Geburtsjahr des Kindes,cgebj,soep-core-2014-e3,2,cgebj
soep-core,bemuki3,bem30202,Geburtsmonat des Kindes,cgebm,soep-core-2014-e3,2,cgebm
soep-core,bemuki3,bem30301,Kind ist ruecksichtsvoll,cver01,soep-core-2014-e3,3,cver01
soep-core,bemuki3,bem30302,"Kind ist unruhig, ueberaktiv, kann nicht lange stillsitzen",cver02,soep-core-2014-e3,3,cver02
soep-core,bemuki3,bem30303,Kind teilt gerne mit anderen Kindern,cver03,soep-core-2014-e3,3,cver03
soep-core,bemuki3,bem30304,"Kind hat oft Wutanfaelle, ist aufbrausend",cver04,soep-core-2014-e3,3,cver04
soep-core,bemuki3,bem30305,"Kind ist Einzelgaenger, spielt meist alleine",cver05,soep-core-2014-e3,3,cver05
soep-core,bemuki3,bem30306,"Kind ist hilfsbereit, wenn andere verletzt, krank, betruebt sind",cver06,soep-core-2014-e3,3,cver06
soep-core,bemuki3,bem30307,Kind ist staendig zappelig,cver07,soep-core-2014-e3,3,cver07
soep-core,bemuki3,bem30308,"Kind streitet oft mit anderen Kindern, schikaniert sie",cver08,soep-core-2014-e3,3,cver08
soep-core,bemuki3,bem30309,"Kind ist oft ungluecklich o. niedergeschlagen, weint haeufig",cver09,soep-core-2014-e3,3,cver09
soep-core,bemuki3,bem30310,Kind ist bei anderen Kindern beliebt,cver10,soep-core-2014-e3,3,cver10
soep-core,bemuki3,bem30311,"Kind ist leicht ablenkbar, unkonzentriert",cver11,soep-core-2014-e3,3,cver11
soep-core,bemuki3,bem30312,"Kind ist in neuen Situationen nervoes,anklammernd",cver12,soep-core-2014-e3,3,cver12
